CustomerKey,OriginalCustomerId,Title,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EducationLevel,Occupation,IsHomeOwner,CarsOwned,AddressLine1,AddressLine2,City,StateProvinceCode,PostalCode,CountryName,SalesTerritoryId,Phone,DateFirstPurchase,CommuteDistance
26153,26153,,Rebecca,M,Collins,1967-11-07,M,,F,rebecca5@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,4501 Terrace Road,#60,Caloundra,QLD,4551,Australia,9,1 (11) 500 555-0136,2012-03-09,5-10 Miles
26154,26154,,Cory,,Madan,1968-04-26,M,,M,cory6@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,9497 Richard Ave.,,East Brisbane,QLD,4169,Australia,9,1 (11) 500 555-0130,2012-03-19,5-10 Miles
26155,26155,,Chad,A,Xie,1973-09-18,M,,M,chad4@adventure-works.com,70000,5,4,Bachelors,Professional,1,2,8753 Jacaranda Dr.,,Lane Cove,NSW,1597,Australia,9,1 (11) 500 555-0174,2013-09-25,5-10 Miles
26156,26156,,Shannon,,Cai,1967-10-04,M,,F,shannon20@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,2,674 Woodchuck Pl.,,Port Macquarie,NSW,2444,Australia,9,1 (11) 500 555-0163,2013-08-17,5-10 Miles
26157,26157,,Brad,,Xu,1966-08-11,M,,M,brad5@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,3,6869 Shakespeare Drive,,South Melbourne,VIC,3205,Australia,9,1 (11) 500 555-0190,2013-09-27,10+ Miles
26158,26158,,Lisa,,Wu,1963-02-12,M,,F,lisa10@adventure-works.com,70000,1,0,Partial College,Skilled Manual,1,1,8426 Easley Dr.,,Melton,VIC,3337,Australia,9,1 (11) 500 555-0127,2013-05-02,5-10 Miles
26159,26159,,Virginia,,Raman,1963-01-07,S,,F,virginia14@adventure-works.com,70000,1,0,Partial College,Skilled Manual,1,1,3242 Coralie Drive,,Sydney,NSW,1002,Australia,9,1 (11) 500 555-0191,2013-09-14,5-10 Miles
26160,26160,,Leonard,,Lal,1963-02-23,M,,M,leonard10@adventure-works.com,70000,1,0,Partial College,Skilled Manual,1,1,4644 St. Andrews Way,,Townsville,QLD,4810,Australia,9,1 (11) 500 555-0148,2012-04-11,5-10 Miles
26161,26161,,Wayne,A,Raji,1971-10-16,M,,M,wayne23@adventure-works.com,60000,3,2,Partial College,Skilled Manual,1,2,8989 Twincreek Ct.,,Cranbourne,VIC,3977,Australia,9,1 (11) 500 555-0159,2012-04-10,5-10 Miles
26162,26162,,Toni,,Malhotra,1966-02-07,M,,F,toni4@adventure-works.com,60000,3,2,Partial College,Skilled Manual,1,2,7367 Wests Way,,Darlinghurst,NSW,2010,Australia,9,1 (11) 500 555-0157,2012-04-05,0-1 Miles
26163,26163,,Autumn,O,Cai,1965-11-15,M,,F,autumn20@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,3,8958 Carleton Street,,North Sydney,NSW,2055,Australia,9,1 (11) 500 555-0114,2013-03-24,10+ Miles
26164,26164,,Krista,,Vazquez,1971-12-09,M,,F,krista14@adventure-works.com,70000,5,4,Partial College,Skilled Manual,0,3,2396 Mink Court,,Townsville,QLD,4810,Australia,9,1 (11) 500 555-0168,2013-07-05,5-10 Miles
26165,26165,,Alexandra,C,Flores,1962-08-26,M,,F,alexandra35@adventure-works.com,70000,1,0,Partial College,Skilled Manual,1,1,7354 Scramble Rd,,Rockhampton,QLD,4700,Australia,9,1 (11) 500 555-0173,2012-03-30,5-10 Miles
26166,26166,,Brett,,Van,1961-09-04,M,,M,brett3@adventure-works.com,80000,1,0,Partial College,Skilled Manual,0,1,2035 Shelly Dr,,Seaford,VIC,3198,Australia,9,1 (11) 500 555-0151,2013-12-24,0-1 Miles
26167,26167,,Jaclyn,D,Zhao,1964-05-17,S,,F,jaclyn11@adventure-works.com,40000,2,0,Bachelors,Management,0,1,8033 Gumwood,,St. Leonards,NSW,2065,Australia,9,1 (11) 500 555-0181,2012-04-27,5-10 Miles
26168,26168,,Ian,,Campbell,1982-02-23,S,,M,ian37@adventure-works.com,30000,0,0,High School,Skilled Manual,1,2,700 Oaxaca,# 17,Edmonds,WA,98020,United States,1,487-555-0110,2013-11-18,5-10 Miles
26169,26169,,Alexandra,B,White,1981-08-30,M,,F,alexandra76@adventure-works.com,30000,0,0,High School,Skilled Manual,1,2,287 D Bel Air Dr.,,San Carlos,CA,94070,United States,4,943-555-0147,2013-11-19,5-10 Miles
26170,26170,,Jeremiah,C,Jenkins,1981-11-01,S,,M,jeremiah29@adventure-works.com,30000,0,0,High School,Skilled Manual,0,2,7356 Indigo Ct.,,San Gabriel,CA,91776,United States,4,191-555-0117,2014-01-05,0-1 Miles
26171,26171,,Randall,A,Ruiz,1981-03-02,M,,M,randall3@adventure-works.com,40000,0,0,High School,Skilled Manual,1,1,8412 Jorge,,Concord,CA,94519,United States,4,727-555-0111,2013-06-05,5-10 Miles
26172,26172,,Madeline,,Hernandez,1981-02-14,S,,F,madeline16@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,5863 Masonic Dr.,,Beverly Hills,CA,90210,United States,4,465-555-0192,2014-01-24,0-1 Miles
26173,26173,,Ariana,,Rivera,1982-04-01,M,,F,ariana15@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,5013 Military E,,Westminster,BC,V3L 1E7,Canada,6,117-555-0119,2013-04-30,5-10 Miles
26174,26174,,Isaac,,Adams,1985-12-24,S,,M,isaac36@adventure-works.com,30000,0,0,High School,Skilled Manual,0,2,3146 Rose Street,,Salem,OR,97301,United States,1,612-555-0118,2012-01-08,0-1 Miles
26175,26175,,Jose,,Hughes,1986-02-14,M,,M,jose34@adventure-works.com,30000,0,0,High School,Skilled Manual,1,2,5307 Wildberry Court,,Lake Oswego,OR,97034,United States,1,163-555-0158,2013-03-17,5-10 Miles
26176,26176,,Jason,,Hayes,1986-02-13,S,,M,jason20@adventure-works.com,30000,0,0,High School,Skilled Manual,1,2,4849 C Olivera Rd,,Royal Oak,BC,V8X,Canada,6,233-555-0198,2013-10-02,5-10 Miles
26177,26177,,Nicole,S,Simmons,1986-04-06,M,,F,nicole64@adventure-works.com,30000,0,0,High School,Skilled Manual,0,2,5200 Pennsylvania Blvd,,Vancouver,BC,V7L 4J4,Canada,6,746-555-0125,2013-09-07,0-1 Miles
26178,26178,,Paige,P,Price,1985-10-30,M,,F,paige0@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,6985 Pecan Street,# 786,Woodburn,OR,97071,United States,1,857-555-0156,2013-10-12,5-10 Miles
26179,26179,,Ruth,R,Rodriguez,1951-12-08,S,,F,ruth23@adventure-works.com,10000,5,0,High School,Skilled Manual,0,2,872 Mark Twain Dr,,Goulburn,NSW,2580,Australia,9,1 (11) 500 555-0159,2013-03-26,0-1 Miles
26180,26180,,Jonathan,,Butler,1983-08-02,S,,M,jonathan14@adventure-works.com,30000,0,0,Partial High School,Clerical,0,2,3271 Black Walnut,,Newton,BC,V2M1N7,Canada,6,380-555-0156,2013-09-14,5-10 Miles
26181,26181,,Lucas,B,Ross,1983-08-16,M,,M,lucas53@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,5026 North 104th St.,,Everett,WA,98201,United States,1,575-555-0128,2013-04-11,5-10 Miles
26182,26182,,Brittney,R,Liang,1943-10-08,S,,F,brittney15@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,1551 Happy Valley Road,,Cloverdale,SA,6105,Australia,9,1 (11) 500 555-0154,2013-10-31,0-1 Miles
26183,26183,,Allen,M,Arthur,1982-08-04,S,,M,allen6@adventure-works.com,30000,0,0,Partial High School,Clerical,0,2,165 East Leland Road,,Bellflower,CA,90706,United States,4,518-555-0180,2012-01-24,5-10 Miles
26184,26184,,Louis,M,Lal,1982-08-30,S,,M,louis26@adventure-works.com,30000,0,0,Partial High School,Clerical,0,2,6748 Alfred Ave.,,Bremerton,WA,98312,United States,1,115-555-0161,2013-04-07,5-10 Miles
26185,26185,,Kaylee,C,Green,1982-07-21,S,,F,kaylee37@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,478 McFaul Drive,,Oak Bay,BC,V8P,Canada,6,139-555-0163,2013-06-02,5-10 Miles
26186,26186,,Joanna,,Gill,1950-10-22,S,,F,joanna12@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,7982 D Kiska Ct.,,Goulburn,NSW,2580,Australia,9,1 (11) 500 555-0111,2013-11-20,5-10 Miles
26187,26187,,Hector,M,Gill,1945-11-19,S,,M,hector11@adventure-works.com,40000,2,0,Bachelors,Management,1,2,2176 Brown Street,,Hervey Bay,QLD,4655,Australia,9,1 (11) 500 555-0116,2012-04-10,5-10 Miles
26188,26188,,Geoffrey,,Sara,1946-04-07,M,,M,geoffrey8@adventure-works.com,40000,2,0,Bachelors,Management,1,2,7797 Richard Place,,Rockhampton,QLD,4700,Australia,9,1 (11) 500 555-0129,2012-04-24,5-10 Miles
26189,26189,,Pedro,,Serrano,1945-09-30,M,,M,pedro37@adventure-works.com,40000,2,0,Bachelors,Management,0,2,975 Madrid,,Seaford,VIC,3198,Australia,9,1 (11) 500 555-0170,2012-04-29,0-1 Miles
26190,26190,,Arthur,,Suri,1947-02-12,S,,M,arthur2@adventure-works.com,40000,2,0,Bachelors,Management,0,2,1345 La Luz,,Malabar,NSW,2036,Australia,9,1 (11) 500 555-0111,2012-04-17,0-1 Miles
26191,26191,,Jon,A,Wang,1948-09-07,M,,M,jon20@adventure-works.com,40000,2,0,Bachelors,Management,0,2,6506 Gentrytown Drive,,Goulburn,NSW,2580,Australia,9,1 (11) 500 555-0177,2012-04-28,0-1 Miles
26192,26192,,Noah,,Hill,1949-01-08,M,,M,noah39@adventure-works.com,40000,2,0,Bachelors,Management,1,2,8743 Roanwood Way,,Hervey Bay,QLD,4655,Australia,9,1 (11) 500 555-0148,2012-04-26,5-10 Miles
26193,26193,,Luis,M,Edwards,1981-07-31,S,,M,luis34@adventure-works.com,40000,0,0,Partial College,Skilled Manual,0,1,9167 Jennifer Way,,Beverly Hills,CA,90210,United States,4,423-555-0186,2014-01-02,1-2 Miles
26194,26194,,Miguel,T,Brown,1982-06-10,S,,M,miguel3@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,1,6937 E. 42nd Street,,Downey,CA,90241,United States,4,206-555-0114,2013-12-06,5-10 Miles
26195,26195,,Alyssa,S,Rivera,1981-09-16,S,,F,alyssa34@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,1,3217 Elm St,,National City,CA,91950,United States,4,188-555-0142,2013-02-02,5-10 Miles
26196,26196,,Gavin,,Griffin,1980-11-17,S,,M,gavin19@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,8005 Spring Water St.,,Imperial Beach,CA,91932,United States,4,865-555-0130,2013-08-22,5-10 Miles
26197,26197,,Marcus,S,Lopez,1980-08-30,S,,M,marcus31@adventure-works.com,40000,0,0,Partial College,Skilled Manual,0,1,9846 Golf Club Road,,Burien,WA,98168,United States,1,410-555-0110,2014-01-10,1-2 Miles
26198,26198,,Alyssa,M,Taylor,1979-10-19,S,,F,alyssa8@adventure-works.com,50000,0,0,Partial College,Skilled Manual,0,1,6946 Candywood Ct.,,Lincoln Acres,CA,91950,United States,4,765-555-0134,2013-09-02,1-2 Miles
26199,26199,,Matthew,,White,1980-04-04,S,,M,matthew18@adventure-works.com,50000,0,0,Partial College,Skilled Manual,0,1,4096 San Remo,,Woodland Hills,CA,91364,United States,4,250-555-0184,2013-01-31,1-2 Miles
26200,26200,,Ian,V,Baker,1978-01-29,S,,M,ian31@adventure-works.com,70000,0,0,Partial College,Skilled Manual,1,2,8950 Olivera Rd,,Metchosin,BC,V9,Canada,6,166-555-0176,2012-09-26,5-10 Miles
26201,26201,,Dalton,P,Watson,1979-10-19,S,,M,dalton70@adventure-works.com,80000,0,0,Bachelors,Management,1,1,6790 Falcon Dr.,,Santa Monica,CA,90401,United States,4,511-555-0114,2012-01-10,1-2 Miles
26202,26202,,Haley,T,Simmons,1974-02-11,M,,F,haley34@adventure-works.com,80000,0,0,Bachelors,Management,0,1,2087 Plaza Del Rio,,N. Vancouver,BC,V7L 4J4,Canada,6,744-555-0111,2012-09-06,0-1 Miles
26203,26203,,Nicole,,Hall,1973-03-18,S,,F,nicole24@adventure-works.com,120000,0,0,Bachelors,Management,1,3,3022 Black Walnut Court,,Imperial Beach,CA,91932,United States,4,132-555-0111,2013-10-21,1-2 Miles
26204,26204,,Christy,D,Gao,1976-09-01,M,,F,christy13@adventure-works.com,130000,5,5,Partial High School,Management,1,4,255 Steven Drive,,Port Macquarie,NSW,2444,Australia,9,1 (11) 500 555-0122,2012-04-10,0-1 Miles
26205,26205,,Julio,,Alvarez,1964-06-13,M,,M,julio4@adventure-works.com,130000,2,4,Partial College,Professional,1,2,9062 Melrose Place,,Lancaster,ENG,LA1 1LN,United Kingdom,10,1 (11) 500 555-0161,2013-11-29,0-1 Miles
26206,26206,,Kurt,,She,1964-01-02,M,,M,kurt0@adventure-works.com,130000,2,4,Partial College,Professional,1,2,6307 Greenbelt Way,,London,ENG,W1Y 3RA,United Kingdom,10,1 (11) 500 555-0111,2013-12-23,0-1 Miles
26207,26207,,Kelvin,A,Zeng,1963-12-11,S,,M,kelvin41@adventure-works.com,150000,1,3,Partial College,Professional,0,3,4991 Lindenwood Drive,,Oxford,ENG,OX1,United Kingdom,10,1 (11) 500 555-0135,2013-12-23,0-1 Miles
26208,26208,,Sharon,,Anand,1964-02-16,S,,F,sharon27@adventure-works.com,160000,2,3,Partial College,Professional,0,4,246 Weatherly Way,,Watford,ENG,WA3,United Kingdom,10,1 (11) 500 555-0162,2013-06-25,0-1 Miles
26209,26209,,Jan,R,Cox,1986-01-24,S,,F,jan7@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,Zeiter Weg 6664,,Solingen,NW,42651,Germany,8,1 (11) 500 555-0196,2013-09-09,0-1 Miles
26210,26210,,Clinton,,Gill,1986-03-08,S,,M,clinton10@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,3828 Baltic Sea Ct,,Berks,ENG,SL4 1RH,United Kingdom,10,1 (11) 500 555-0160,2013-04-02,0-1 Miles
26211,26211,,Bridget,,Yuan,1986-02-14,S,,F,bridget8@adventure-works.com,20000,0,0,Partial High School,Manual,1,2,8375 Ambush Dr..,,London,ENG,SW19 3RU,United Kingdom,10,1 (11) 500 555-0198,2013-04-10,1-2 Miles
26212,26212,,Summer,,Martinez,1984-11-03,S,,F,summer15@adventure-works.com,30000,0,0,Partial College,Clerical,0,1,Am Kreuz 555,,Kassel,HE,34117,Germany,8,1 (11) 500 555-0169,2013-10-05,2-5 Miles
26213,26213,,Grant,A,Andersen,1983-10-07,S,,M,grant15@adventure-works.com,30000,0,0,High School,Manual,0,1,48733, rue des Ecoles,,Boulogne-Billancourt,92,92100,France,7,1 (11) 500 555-0113,2013-11-13,1-2 Miles
26214,26214,,Christy,,Chande,1980-02-07,M,,F,christy32@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,0,419 Mills Dr.,,Gateshead,ENG,GA10,United Kingdom,10,1 (11) 500 555-0136,2013-05-28,1-2 Miles
26215,26215,,Grant,,Shan,1980-05-01,M,,M,grant12@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,0,0,5566 Banyan Circle,,Milton Keynes,ENG,MK8 8ZD,United Kingdom,10,1 (11) 500 555-0157,2013-12-26,0-1 Miles
26216,26216,,Ebony,K,Subram,1983-08-18,M,,F,ebony13@adventure-works.com,10000,0,0,Partial High School,Manual,1,2,2529 Clear Court,,London,ENG,C2H 7AU,United Kingdom,10,1 (11) 500 555-0192,2013-07-15,1-2 Miles
26217,26217,,Pedro,C,Blanco,1983-11-13,M,,M,pedro36@adventure-works.com,10000,0,0,Partial High School,Manual,1,2,4312 Wintergreen Court,,W. York,ENG,BD1 4SJ,United Kingdom,10,1 (11) 500 555-0184,2013-11-25,1-2 Miles
26218,26218,,Barry,J,Patel,1978-01-29,S,,M,barry3@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,9183 Via Del Sol,,Billericay,ENG,CM11,United Kingdom,10,1 (11) 500 555-0164,2013-04-12,0-1 Miles
26219,26219,,Summer,,Suri,1979-02-24,M,,F,summer0@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,1,4352 Olive Ave.,,Bury,ENG,PE17,United Kingdom,10,1 (11) 500 555-0152,2013-05-17,1-2 Miles
26220,26220,,Jonathan,,Harris,1978-11-19,M,,M,jonathan67@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,1,5469 Piper Ridge Court,,Bury,ENG,PE17,United Kingdom,10,1 (11) 500 555-0172,2013-05-21,1-2 Miles
26221,26221,,Kari,M,Chapman,1978-05-06,S,,F,kari4@adventure-works.com,30000,0,0,High School,Manual,0,1,Pascalstr 99,,Erlangen,BY,91054,Germany,8,1 (11) 500 555-0118,2013-09-08,2-5 Miles
26222,26222,,Carolyn,,Madan,1978-01-30,S,,F,carolyn7@adventure-works.com,30000,0,0,High School,Manual,0,1,4421 Alderwood Lane,,London,ENG,W1Y 3RA,United Kingdom,10,1 (11) 500 555-0139,2013-03-30,2-5 Miles
26223,26223,,Dominic,A,Sai,1978-01-18,S,,M,dominic6@adventure-works.com,30000,0,0,High School,Manual,0,1,Pappelallee 667,,Offenbach,SL,63009,Germany,8,1 (11) 500 555-0113,2013-09-25,1-2 Miles
26224,26224,,Henry,W,Gonzalez,1983-10-16,S,,M,henry20@adventure-works.com,30000,0,0,High School,Manual,0,1,2, route de Marseille,,Cergy,95,95000,France,7,1 (11) 500 555-0123,2013-03-04,1-2 Miles
26225,26225,,Sergio,,Srini,1983-08-08,S,,M,sergio9@adventure-works.com,30000,0,0,High School,Manual,0,1,826, rue de Berri,,Chatou,78,78400,France,7,1 (11) 500 555-0114,2013-03-02,2-5 Miles
26226,26226,,Michele,C,Andersen,1978-05-22,M,,F,michele13@adventure-works.com,40000,2,2,Partial College,Clerical,1,0,Zimmerstr 57,,München,NW,80074,Germany,8,1 (11) 500 555-0182,2013-07-09,0-1 Miles
26227,26227,,Joe,,Gutierrez,1977-08-03,S,,M,joe34@adventure-works.com,40000,2,2,Partial College,Clerical,1,0,Höhenstr 7477,,Offenbach,SL,63009,Germany,8,1 (11) 500 555-0197,2013-10-28,1-2 Miles
26228,26228,,Carolyn,B,Perez,1978-03-19,M,,F,carolyn21@adventure-works.com,40000,2,2,Partial College,Clerical,1,0,Residenz Straße 744,,Poing,SL,66041,Germany,8,1 (11) 500 555-0113,2013-10-14,1-2 Miles
26229,26229,,Cara,L,Ye,1976-10-25,S,,F,cara6@adventure-works.com,30000,0,0,High School,Manual,0,1,Celler Weg 2949,,Hamburg,HH,20354,Germany,8,1 (11) 500 555-0196,2013-10-26,2-5 Miles
26230,26230,,Natasha,,Ramos,1977-04-30,S,,F,natasha17@adventure-works.com,30000,0,0,High School,Manual,1,1,Brunnenstr 678,,Braunschweig,NW,38001,Germany,8,1 (11) 500 555-0118,2013-10-09,2-5 Miles
26231,26231,,Maurice,,Nara,1982-10-29,M,,M,maurice17@adventure-works.com,40000,2,2,Partial College,Clerical,1,1,92, boulevard d´Albi,,Colomiers,31,31770,France,7,1 (11) 500 555-0122,2013-11-15,1-2 Miles
26232,26232,,Jay,,Gomez,1981-01-17,M,,M,jay30@adventure-works.com,40000,0,0,Graduate Degree,Skilled Manual,1,0,4070 Orange Street,,Bury,ENG,PE17,United Kingdom,10,1 (11) 500 555-0113,2013-04-23,1-2 Miles
26233,26233,,Cristina,,Chande,1975-08-08,M,,F,cristina13@adventure-works.com,40000,0,0,Graduate Degree,Skilled Manual,1,0,Postfach 11 00 99,,Bonn,NW,53131,Germany,8,1 (11) 500 555-0194,2013-02-04,1-2 Miles
26234,26234,,Antonio,L,Perry,1981-06-25,S,,M,antonio7@adventure-works.com,40000,3,3,Partial College,Clerical,1,0,3250 Golden Meadow Dr.,,Berkeley,CA,94704,United States,4,267-555-0111,2012-01-11,1-2 Miles
26235,26235,,Michelle,H,Watson,1981-02-03,S,,F,michelle2@adventure-works.com,40000,3,3,Partial College,Clerical,1,1,332 West Slough Rd,,Shawnee,BC,V9B 2C3,Canada,6,150-555-0113,2012-10-10,1-2 Miles
26236,26236,,Isabella,A,Evans,1986-05-01,M,,F,isabella33@adventure-works.com,40000,3,3,Partial College,Clerical,1,1,4832 Park Glen Ct.,,Burien,WA,98168,United States,1,286-555-0187,2014-01-16,0-1 Miles
26237,26237,,Grace,M,Martin,1979-09-04,M,,F,grace14@adventure-works.com,40000,3,3,Partial College,Clerical,1,1,2885 Hill Drive,,Concord,CA,94519,United States,4,876-555-0124,2013-02-22,0-1 Miles
26238,26238,,Julia,A,Foster,1980-03-16,S,,F,julia82@adventure-works.com,40000,3,3,Partial College,Clerical,1,1,4704 Tustin Court,,National City,CA,91950,United States,4,104-555-0122,2012-01-08,1-2 Miles
26239,26239,,Kaitlyn,,Turner,1980-06-04,M,,F,kaitlyn3@adventure-works.com,40000,3,3,Partial College,Clerical,1,1,8267 Park Tree Ct.,,Milwaukie,OR,97222,United States,1,396-555-0157,2013-11-09,0-1 Miles
26240,26240,,Katelyn,,Evans,1979-12-17,S,,F,katelyn22@adventure-works.com,50000,0,0,Graduate Degree,Skilled Manual,0,0,6119 Grasswood Circle,,Port Orchard,WA,98366,United States,1,183-555-0169,2013-04-27,0-1 Miles
26241,26241,,James,M,Lal,1979-09-16,M,,M,james45@adventure-works.com,50000,0,0,Graduate Degree,Skilled Manual,1,0,3196 Peachwillow,,Palo Alto,CA,94303,United States,4,793-555-0193,2012-01-22,1-2 Miles
26242,26242,,Isabella,,Lewis,1980-11-18,M,,F,isabella77@adventure-works.com,40000,4,4,Partial College,Clerical,1,1,9518 Lakeview Place,,Shawnee,BC,V8Z 4N5,Canada,6,321-555-0140,2013-04-21,0-1 Miles
26243,26243,,Fernando,A,Gonzalez,1972-01-01,S,,M,fernando33@adventure-works.com,80000,0,0,Graduate Degree,Skilled Manual,0,0,9741 Forte Way,,Lake Oswego,OR,97034,United States,1,257-555-0167,2013-12-07,0-1 Miles
26244,26244,,Jordan,,Hughes,1972-01-30,M,,M,jordan8@adventure-works.com,80000,0,0,Graduate Degree,Skilled Manual,0,0,3212 Yellowood Lane,,Spokane,WA,99202,United States,1,755-555-0185,2013-08-29,0-1 Miles
26245,26245,,Devin,,Murphy,1972-03-03,M,,M,devin82@adventure-works.com,80000,0,0,Graduate Degree,Skilled Manual,1,0,9827 Vist Oak Dr.,,Beverly Hills,CA,90210,United States,4,139-555-0191,2012-01-27,1-2 Miles
26246,26246,,Jade,T,Bell,1972-03-14,S,,F,jade11@adventure-works.com,80000,0,0,Graduate Degree,Skilled Manual,0,0,2405 Mission Drive,,Burlingame,CA,94010,United States,4,871-555-0153,2013-10-04,0-1 Miles
26247,26247,,Sophia,,Turner,1977-05-20,M,,F,sophia3@adventure-works.com,80000,0,0,Graduate Degree,Skilled Manual,1,0,1646 Seal Way,,Chula Vista,CA,91910,United States,4,340-555-0188,2012-01-11,1-2 Miles
26248,26248,,Thomas,A,Lewis,1959-09-07,M,,M,thomas79@adventure-works.com,20000,3,0,Partial High School,Clerical,0,2,1940 Nulty Drive,,Lake Oswego,OR,97034,United States,1,356-555-0161,2013-07-06,0-1 Miles
26249,26249,,Thomas,B,Ross,1960-03-30,M,,M,thomas5@adventure-works.com,30000,1,0,High School,Clerical,1,1,1992 Hidden Oak Ct,,Spokane,WA,99202,United States,1,144-555-0120,2012-01-09,2-5 Miles
26250,26250,,Miguel,D,Simmons,1965-05-06,S,,M,miguel61@adventure-works.com,30000,1,0,High School,Clerical,0,1,901 Newport Drive,,Woodburn,OR,97071,United States,1,194-555-0118,2013-02-14,5-10 Miles
26251,26251,,Cedric,,Huang,1959-11-08,S,,M,cedric6@adventure-works.com,30000,1,0,High School,Clerical,0,1,P. O. Box # 9257,,Beverly Hills,CA,90210,United States,4,542-555-0175,2013-12-12,5-10 Miles
26252,26252,,Morgan,R,Garcia,1960-04-23,M,,F,morgan38@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,6604 Langley Ct.,,Lincoln Acres,CA,91950,United States,4,522-555-0180,2012-01-06,1-2 Miles
26253,26253,,Dalton,N,Wright,1961-01-04,S,,M,dalton26@adventure-works.com,20000,3,0,Partial High School,Clerical,0,2,7371 Cali,,Salem,OR,97301,United States,1,769-555-0175,2013-06-11,1-2 Miles
26254,26254,,Seth,A,Henderson,1966-07-09,S,,M,seth53@adventure-works.com,20000,3,0,Partial High School,Clerical,0,2,8501 Bonifacio St.,,Beaverton,OR,97005,United States,1,159-555-0189,2013-07-14,1-2 Miles
26255,26255,,Cameron,,Alexander,1966-09-09,S,,M,cameron14@adventure-works.com,20000,3,0,Partial High School,Clerical,0,2,2377 Joyce Dr,,Lebanon,OR,97355,United States,1,399-555-0196,2013-10-05,0-1 Miles
26256,26256,,Ronald,,Rana,1961-01-10,S,,M,ronald13@adventure-works.com,20000,3,0,Partial High School,Clerical,0,2,8974 F Mt Hood Circle,,Ballard,WA,98107,United States,1,722-555-0126,2013-10-09,1-2 Miles
26257,26257,,Hector,,Jimenez,1960-07-24,S,,M,hector3@adventure-works.com,20000,3,0,Partial High School,Clerical,0,2,5185 Relis Valley Road,,Burlingame,CA,94010,United States,4,922-555-0190,2013-09-03,0-1 Miles
26258,26258,,Angelica,E,Powell,1966-02-21,S,,F,angelica8@adventure-works.com,20000,3,0,Partial High School,Clerical,1,2,935 Vista Oak Dr,,Portland,OR,97205,United States,1,330-555-0118,2013-10-06,1-2 Miles
26259,26259,,Hunter,,Bryant,1966-02-21,S,,M,hunter15@adventure-works.com,30000,1,0,High School,Clerical,0,1,3265 E. 62nd Street,,Redmond,WA,98052,United States,1,250-555-0115,2013-04-01,10+ Miles
26260,26260,,Ryan,G,Jackson,1971-11-13,S,,M,ryan51@adventure-works.com,30000,1,0,High School,Clerical,1,2,630 Plymouth Drive,,Spokane,WA,99202,United States,1,660-555-0172,2013-05-20,1-2 Miles
26261,26261,,Brooke,J,Watson,1961-11-05,S,,F,brooke0@adventure-works.com,20000,3,0,Partial High School,Clerical,1,2,6700 Corte Del Sol,,Woodburn,OR,97071,United States,1,517-555-0140,2013-04-20,1-2 Miles
26262,26262,,Hannah,C,Thompson,1967-06-15,S,,F,hannah13@adventure-works.com,20000,3,0,Partial High School,Clerical,0,2,6049 Dalis Dr.,,Lynnwood,WA,98036,United States,1,754-555-0165,2013-06-17,0-1 Miles
26263,26263,,Kaitlyn,,Collins,1961-10-18,S,,F,kaitlyn2@adventure-works.com,20000,3,0,Partial High School,Clerical,1,2,1413 Winter Drive,,Portland,OR,97205,United States,1,271-555-0158,2013-03-16,1-2 Miles
26264,26264,,Elijah,,Lal,1962-02-20,S,,M,elijah3@adventure-works.com,20000,3,0,Partial High School,Clerical,1,2,3140 Gingham Way,,West Covina,CA,91791,United States,4,222-555-0147,2013-03-21,1-2 Miles
26265,26265,,Tammy,V,Lopez,1962-04-09,S,,F,tammy17@adventure-works.com,20000,3,0,Partial High School,Clerical,0,2,2131 Covington Court,,Beaverton,OR,97005,United States,1,161-555-0181,2013-11-01,1-2 Miles
26266,26266,,Brent,E,Gao,1962-03-22,M,,M,brent14@adventure-works.com,30000,2,0,High School,Skilled Manual,0,2,717 Ridge Park Drive,,Bellingham,WA,98225,United States,1,146-555-0119,2013-05-23,0-1 Miles
